1.000000 0.008974
3.000000 0.009366
6.000000 0.022156
8.000000 0.035084
11.000000 0.033446
18.000000 0.057213
22.000000 0.021534
26.000000 0.040539
28.000000 0.033975
31.000000 0.035968
34.000000 0.010151
38.000000 0.022019
44.000000 0.026460
49.000000 0.017201
51.000000 0.011300
56.000000 0.023803
59.000000 0.039171
62.000000 0.015370
68.000000 0.027574
70.000000 0.012135
73.000000 0.022147
76.000000 0.023979
81.000000 0.019639
83.000000 0.046187
85.000000 0.038131
87.000000 0.025560
89.000000 0.019922
92.000000 0.015441
94.000000 0.019392
96.000000 0.038605
98.000000 0.035566
101.000000 0.015471
103.000000 0.024174
106.000000 0.046021
111.000000 0.080499
114.000000 0.067120
117.000000 0.029815
121.000000 0.031188
125.000000 0.051181
131.000000 0.043286
135.000000 0.031474
140.000000 0.006798
145.000000 0.046477
151.000000 0.054317
161.000000 0.026894
170.000000 0.072546
181.000000 0.125205
191.000000 0.093242
199.000000 0.022309
209.000000 0.034884
223.000000 0.059321
242.000000 0.059764
251.000000 0.022280
261.000000 0.035725
271.000000 0.049394
293.000000 0.050054
322.000000 0.070467
355.000000 0.054884
391.000000 0.102842
446.000000 0.137589
489.000000 0.027774
557.000000 0.051396
665.000000 0.019405
789.000000 0.073586
1040.000000 0.180315
1560.000000 0.163356
1978.000000 0.126902
